Site,DEL,Gov,nb cell 2G,nb cell 3G,nb cell 4G,nb cell FWBA
ZGO1011,EZ-ZERIBA,ZAGHOUAN,5,9,0,0
ZGO1017,EZ-ZERIBA,ZAGHOUAN,4,12,0,0
ZGO1022,EZ-ZERIBA,ZAGHOUAN,4,14,0,0
ZGT1063,EZ-ZERIBA,ZAGHOUAN,6,12,0,0
ZGT1065,EZ-ZERIBA,ZAGHOUAN,4,3,0,0
ZGT1068,EZ-ZERIBA,ZAGHOUAN,4,3,0,0
ZGT1069,EZ-ZERIBA,ZAGHOUAN,4,9,0,0
KAS1025,EZZOUHOUR,KASSERINE,6,16,0,0
KAS1041,EZZOUHOUR,KASSERINE,4,15,6,0
TUN1165,EZZOUHOUR,TUNIS,3,12,0,0
TUN1166,EZZOUHOUR,TUNIS,4,9,0,0
TUN1167,EZZOUHOUR,TUNIS,6,12,9,0
TUN1275,EZZOUHOUR,TUNIS,6,18,9,0
KAS1010,FERIANA,KASSERINE,5,14,6,0
KAS1011,FERIANA,KASSERINE,4,9,4,0
KAS1023,FERIANA,KASSERINE,4,12,0,0
KAS1036,FERIANA,KASSERINE,6,12,6,0
JEN1021,FERNANA,JENDOUBA,8,18,8,0
JEN1023,FERNANA,JENDOUBA,4,10,0,0
JEN1058,FERNANA,JENDOUBA,5,12,0,0
BAR1019,FOUCHANA,BEN AROUS,6,16,9,0
BAR1020,FOUCHANA,BEN AROUS,6,18,9,0
BAR1021,FOUCHANA,BEN AROUS,8,22,12,0
BAR1029,FOUCHANA,BEN AROUS,6,12,9,6
BAR1030,FOUCHANA,BEN AROUS,5,18,9,0
BAR1063,FOUCHANA,BEN AROUS,6,18,9,0
BAR1065,FOUCHANA,BEN AROUS,5,9,3,0
BAR1066,FOUCHANA,BEN AROUS,6,18,9,0
BAR1073,FOUCHANA,BEN AROUS,5,9,9,0
BAR1077,FOUCHANA,BEN AROUS,6,12,8,0
BAR1110,FOUCHANA,BEN AROUS,8,12,8,6
BAR1121,FOUCHANA,BEN AROUS,6,17,9,0
BAR1129,FOUCHANA,BEN AROUS,6,16,9,0
BAR1143,FOUCHANA,BEN AROUS,4,12,6,0
BAR1150,FOUCHANA,BEN AROUS,5,14,9,0
BAR1162,FOUCHANA,BEN AROUS,4,9,0,0
BAR1166,FOUCHANA,BEN AROUS,4,12,9,0
BAR1170,FOUCHANA,BEN AROUS,6,15,6,0
BAR1171,FOUCHANA,BEN AROUS,4,12,9,6
BAR1179,FOUCHANA,BEN AROUS,5,16,6,6
BAR1195,FOUCHANA,BEN AROUS,6,12,0,6
BAR1196,FOUCHANA,BEN AROUS,3,12,0,0
BAR1199,FOUCHANA,BEN AROUS,7,20,9,0
BAR1084,FOUCHANA,BEN AROUS,#N/A,#N/A,#N/A,0
KAS1012,FOUSSANA,KASSERINE,2,6,0,0
KAS1013,FOUSSANA,KASSERINE,4,10,0,0
KAS1014,FOUSSANA,KASSERINE,8,20,8,0
KAS1027,FOUSSANA,KASSERINE,3,9,0,0
KAS1042,FOUSSANA,KASSERINE,5,9,0,0
KAS1043,FOUSSANA,KASSERINE,5,15,0,0
SLO1005,GAAFOUR,SILIANA,6,9,0,0
SLO1006,GAAFOUR,SILIANA,6,9,0,0
SLO1025,GAAFOUR,SILIANA,4,6,0,0
SLO1027,GAAFOUR,SILIANA,4,6,0,0
SLO1031,GAAFOUR,SILIANA,6,9,0,0
SLO1049,GAAFOUR,SILIANA,6,9,0,0
SLT1072,GAAFOUR,SILIANA,6,9,0,0
SLT1083,GAAFOUR,SILIANA,4,6,0,0
SIL1055,GAAFOUR,SILIANA,#N/A,#N/A,#N/A,0
SIL1005,GAAFOUR,SILIANA,#N/A,#N/A,#N/A,0
GAB1005,GABES MEDINA,GABES,7,2,8,0
GAB1007,GABES MEDINA,GABES,6,6,3,0
GAB1008,GABES MEDINA,GABES,4,12,6,0
GAB1011,GABES MEDINA,GABES,4,3,6,0
GAB1033,GABES MEDINA,GABES,5,5,3,0
GAB1037,GABES MEDINA,GABES,4,2,4,0
GAB1040,GABES MEDINA,GABES,5,12,6,0
GAB1059,GABES MEDINA,GABES,5,6,3,0
GAB1063,GABES MEDINA,GABES,5,6,6,0
GAB1067,GABES MEDINA,GABES,6,6,6,0
GAB1073,GABES MEDINA,GABES,5,3,6,0
GAB1075,GABES MEDINA,GABES,5,5,6,0
GAB1009,GABES OUEST,GABES,4,12,0,0
GAB1019,GABES OUEST,GABES,6,6,6,0
GAB1021,GABES OUEST,GABES,6,8,8,0
GAB1024,GABES OUEST,GABES,4,14,0,0
GAB1039,GABES OUEST,GABES,6,2,4,0
GAB1053,GABES OUEST,GABES,3,14,0,0
GAB1058,GABES OUEST,GABES,4,5,6,0
GAB1004,GABES SUD,GABES,5,6,6,0
GAB1006,GABES SUD,GABES,6,6,6,0
GAB1012,GABES SUD,GABES,5,6,8,0
GAB1013,GABES SUD,GABES,4,12,0,0
GAB1022,GABES SUD,GABES,7,6,6,0
GAB1023,GABES SUD,GABES,5,6,0,0
GAB1036,GABES SUD,GABES,5,6,6,0
GAB1049,GABES SUD,GABES,4,12,0,0
GAB1050,GABES SUD,GABES,5,6,6,0
GAB1061,GABES SUD,GABES,4,4,6,0
GAB1064,GABES SUD,GABES,3,12,6,0
GAB1069,GABES SUD,GABES,4,12,0,0
GAB1081,GABES SUD,GABES,3,#N/A,#N/A,0
GAB1083,GABES SUD,GABES,6,4,6,0
GAB1085,GABES SUD,GABES,7,2,8,0
GAB1092,GABES SUD,GABES,5,5,3,0
GAB1095,GABES SUD,GABES,6,6,8,0
GAB1082,GABES SUD,GABES,6,4,8,0
GAB1105,GABES SUD,GABES,3,6,0,0
GAF1012,GAFSA NORD,GAFSA,4,18,0,0
GAF1038,GAFSA NORD,GAFSA,3,11,0,0
GAF1076,GAFSA NORD,GAFSA,3,12,9,0
GAF1001,GAFSA SUD,GAFSA,6,16,6,0
GAF1002,GAFSA SUD,GAFSA,6,17,6,0
GAF1003,GAFSA SUD,GAFSA,8,18,8,0
GAF1004,GAFSA SUD,GAFSA,7,17,8,0
GAF1005,GAFSA SUD,GAFSA,6,17,6,0
GAF1007,GAFSA SUD,GAFSA,6,17,6,0
GAF1008,GAFSA SUD,GAFSA,2,4,0,0
GAF1020,GAFSA SUD,GAFSA,4,12,0,0
GAF1033,GAFSA SUD,GAFSA,6,13,6,0
GAF1036,GAFSA SUD,GAFSA,5,15,6,0
GAF1037,GAFSA SUD,GAFSA,4,18,0,0
GAF1046,GAFSA SUD,GAFSA,3,6,6,0
GAF1047,GAFSA SUD,GAFSA,6,20,6,0
GAF1048,GAFSA SUD,GAFSA,3,12,0,0
GAF1052,GAFSA SUD,GAFSA,6,16,6,0
GAF1065,GAFSA SUD,GAFSA,3,15,6,0
GAF1066,GAFSA SUD,GAFSA,6,18,6,0
GAF2002,GAFSA SUD,GAFSA,5,#N/A,#N/A,0
GAF2003,GAFSA SUD,GAFSA,2,2,0,0
GAF1079,GAFSA SUD,GAFSA,4,16,12,0
GAB1020,GHANNOUCH,GABES,8,8,8,0
GAB1052,GHANNOUCH,GABES,5,12,6,0
GAB1077,GHANNOUCH,GABES,6,2,6,0
BIZ1014,GHAR EL MELEH,BIZERTE,3,11,4,0
BIZ1031,GHAR EL MELEH,BIZERTE,6,16,6,0
BIZ1041,GHAR EL MELEH,BIZERTE,2,4,0,0
BIZ1060,GHAR EL MELEH,BIZERTE,4,10,4,0
BIZ1063,GHAR EL MELEH,BIZERTE,5,16,6,0
BIZ1130,GHAR EL MELEH,BIZERTE,4,16,6,0
JEN1016,GHARDIMAOU,JENDOUBA,8,20,8,0
JEN1035,GHARDIMAOU,JENDOUBA,3,12,6,0
JEN1036,GHARDIMAOU,JENDOUBA,4,15,0,0
JEN1062,GHARDIMAOU,JENDOUBA,5,14,6,0
SFX1033,GHERIBA,SFAX,5,6,6,0
SFX1058,GHERIBA,SFAX,6,4,6,0
SFX1078,GHERIBA,SFAX,6,12,0,0
BIZ1023,GHEZALA,BIZERTE,6,18,0,0
BIZ1056,GHEZALA,BIZERTE,6,12,0,0
BIZ1083,GHEZALA,BIZERTE,4,12,0,0
BIZ1125,GHEZALA,BIZERTE,6,12,0,0
TAT1010,GHOMRASSEN,TATAOUINE,4,6,0,0
TAT1011,GHOMRASSEN,TATAOUINE,5,15,6,0
TAT1026,GHOMRASSEN,TATAOUINE,3,14,0,0
TAT1028,GHOMRASSEN,TATAOUINE,5,16,0,0
TAT1029,GHOMRASSEN,TATAOUINE,3,6,0,0
TAT1038,GHOMRASSEN,TATAOUINE,2,6,0,0
BEJ1025,GOUBELLAT,BEJA,4,12,0,0
BEJ1055,GOUBELLAT,BEJA,6,12,0,0
BAR1042,GROMBALIA,NABEUL,6,15,6,0
NAB1011,GROMBALIA,NABEUL,5,#N/A,#N/A,0
NAB1012,GROMBALIA,NABEUL,5,14,6,0
NAB1062,GROMBALIA,NABEUL,6,16,6,0
NAB1069,GROMBALIA,NABEUL,6,17,6,0
NAB1085,GROMBALIA,NABEUL,6,15,6,0
NAB1100,GROMBALIA,NABEUL,6,15,6,0
NAB1104,GROMBALIA,NABEUL,6,13,6,0
NAB1108,GROMBALIA,NABEUL,6,13,6,0
NAB1134,GROMBALIA,NABEUL,4,11,4,0
NAB1145,GROMBALIA,NABEUL,8,24,8,0
NAB1149,GROMBALIA,NABEUL,6,16,0,0
NAB1155,GROMBALIA,NABEUL,6,15,6,0
NAB1159,GROMBALIA,NABEUL,4,11,4,0
NAB1163,GROMBALIA,NABEUL,5,13,6,0
NAB1164,GROMBALIA,NABEUL,6,17,6,0
NAB1191,GROMBALIA,NABEUL,4,9,2,0
NAB1207,GROMBALIA,NABEUL,4,6,0,0
NAB1178,GROMBALIA,NABEUL,3,12,9,0
NAB1199,GROMBALIA,NABEUL,3,9,9,0
NAB1281,GROMBALIA,NABEUL,3,12,9,0
GAF1019,GUETAR,GAFSA,6,12,6,0
GAF1021,GUETAR,GAFSA,2,6,0,0
GAF1022,GUETAR,GAFSA,3,11,0,0
GAF1030,GUETAR,GAFSA,2,6,0,0
GAF1050,GUETAR,GAFSA,5,11,0,0
GAF1058,GUETAR,GAFSA,4,11,0,0
KAI1012,HAFFOUZ,KAIROUAN,5,6,6,0
KAI1022,HAFFOUZ,KAIROUAN,6,6,6,0
KAI1043,HAFFOUZ,KAIROUAN,4,4,0,0
KAI1013,HAJEB EL AYOUN,KAIROUAN,5,15,6,0
KAI1038,HAJEB EL AYOUN,KAIROUAN,4,15,6,0
KAI1048,HAJEB EL AYOUN,KAIROUAN,7,18,0,0
KAI1065,HAJEB EL AYOUN,KAIROUAN,4,6,0,0
KAI1070,HAJEB EL AYOUN,KAIROUAN,6,15,0,0
GAB1025,HAMMA,GABES,5,18,0,0
GAB1026,HAMMA,GABES,5,6,6,0
GAB1027,HAMMA,GABES,3,12,0,0
GAB1034,HAMMA,GABES,4,#N/A,#N/A,0
GAB1035,HAMMA,GABES,4,#N/A,#N/A,0
GAB1041,HAMMA,GABES,5,5,8,0
GAB1054,HAMMA,GABES,5,20,0,0
GAB1056,HAMMA,GABES,6,8,8,0
GAB1078,HAMMA,GABES,6,6,6,0
GAB1080,HAMMA,GABES,6,2,6,0
GAB1088,HAMMA,GABES,4,14,0,0
BAR1039,HAMMAM CHOTT,BEN AROUS,5,12,9,0
BAR1092,HAMMAM CHOTT,BEN AROUS,5,9,6,0
BAR1118,HAMMAM CHOTT,BEN AROUS,4,9,0,4
BAR1176,HAMMAM CHOTT,BEN AROUS,6,12,0,0
BAR1241,HAMMAM CHOTT,BEN AROUS,6,15,9,0
BAR1040,HAMMAM CHOTT,BEN AROUS,#N/A,#N/A,#N/A,0
NAB1021,HAMMAM EL GUEZAZ,NABEUL,5,13,6,0
NAB1022,HAMMAM EL GUEZAZ,NABEUL,6,21,8,0
NAB1070,HAMMAM EL GUEZAZ,NABEUL,6,15,0,0
NAB1088,HAMMAM EL GUEZAZ,NABEUL,6,15,6,0
NAB1120,HAMMAM EL GUEZAZ,NABEUL,6,15,0,0
NAB1214,HAMMAM EL GUEZAZ,NABEUL,6,12,0,0
BAR1005,HAMMAM LIF,BEN AROUS,4,6,0,4
BAR1006,HAMMAM LIF,BEN AROUS,6,18,9,6
BAR1012,HAMMAM LIF,BEN AROUS,6,15,9,6
BAR1013,HAMMAM LIF,BEN AROUS,4,10,6,4
BAR1047,HAMMAM LIF,BEN AROUS,5,12,6,6
BAR1048,HAMMAM LIF,BEN AROUS,4,8,6,0
BAR1049,HAMMAM LIF,BEN AROUS,6,12,9,6
BAR1050,HAMMAM LIF,BEN AROUS,5,15,9,6
BAR1070,HAMMAM LIF,BEN AROUS,6,15,9,6
BAR1091,HAMMAM LIF,BEN AROUS,4,6,0,0
SOS1004,HAMMAM SOUSSE,SOUSSE,5,13,6,6
SOS1007,HAMMAM SOUSSE,SOUSSE,#N/A,#N/A,#N/A,0
SOS1025,HAMMAM SOUSSE,SOUSSE,6,16,6,0
SOS1028,HAMMAM SOUSSE,SOUSSE,5,15,6,6
SOS1040,HAMMAM SOUSSE,SOUSSE,6,16,6,6
SOS1059,HAMMAM SOUSSE,SOUSSE,6,16,6,6
SOS1060,HAMMAM SOUSSE,SOUSSE,8,16,8,0
SOS1061,HAMMAM SOUSSE,SOUSSE,8,16,8,6
SOS1114,HAMMAM SOUSSE,SOUSSE,6,12,6,0
SOS1120,HAMMAM SOUSSE,SOUSSE,5,15,6,6
SOS1148,HAMMAM SOUSSE,SOUSSE,6,15,6,0
SOS1162,HAMMAM SOUSSE,SOUSSE,6,12,6,0
SOS1174,HAMMAM SOUSSE,SOUSSE,6,15,3,0
SOS2001,HAMMAM SOUSSE,SOUSSE,1,0,0,0
SOS2002,HAMMAM SOUSSE,SOUSSE,1,0,0,0
SOS1151,HAMMAM SOUSSE,SOUSSE,3,12,6,0
SOS1171,HAMMAM SOUSSE,SOUSSE,6,12,6,0
NAB1001,HAMMAMET,NABEUL,6,15,6,0
NAB1002,HAMMAMET,NABEUL,6,15,6,0
NAB1003,HAMMAMET,NABEUL,6,15,6,0
NAB1004,HAMMAMET,NABEUL,8,20,0,0
NAB1005,HAMMAMET,NABEUL,5,15,3,0
NAB1006,HAMMAMET,NABEUL,6,15,6,0
NAB1014,HAMMAMET,NABEUL,6,16,0,0
NAB1015,HAMMAMET,NABEUL,8,16,8,0
NAB1017,HAMMAMET,NABEUL,6,16,6,0
NAB1034,HAMMAMET,NABEUL,6,15,6,0
NAB1035,HAMMAMET,NABEUL,8,20,8,0
NAB1052,HAMMAMET,NABEUL,5,#N/A,#N/A,0
NAB1053,HAMMAMET,NABEUL,6,15,6,0
NAB1054,HAMMAMET,NABEUL,7,16,8,0
NAB1055,HAMMAMET,NABEUL,6,15,6,0
NAB1056,HAMMAMET,NABEUL,3,10,0,0
NAB1057,HAMMAMET,NABEUL,6,15,6,0
NAB1058,HAMMAMET,NABEUL,5,15,6,0
NAB1059,HAMMAMET,NABEUL,6,15,6,0
NAB1092,HAMMAMET,NABEUL,6,15,6,0
NAB1101,HAMMAMET,NABEUL,6,16,6,0
NAB1103,HAMMAMET,NABEUL,6,15,6,0
NAB1105,HAMMAMET,NABEUL,6,15,6,0
NAB1106,HAMMAMET,NABEUL,6,16,6,0
NAB1107,HAMMAMET,NABEUL,6,15,3,0
NAB1129,HAMMAMET,NABEUL,4,10,4,0
NAB1130,HAMMAMET,NABEUL,2,6,0,0
NAB1135,HAMMAMET,NABEUL,2,6,0,0
NAB1138,HAMMAMET,NABEUL,5,15,3,0
NAB1140,HAMMAMET,NABEUL,6,17,6,0
NAB1142,HAMMAMET,NABEUL,6,18,6,0
NAB1144,HAMMAMET,NABEUL,6,15,3,0
NAB1154,HAMMAMET,NABEUL,5,16,6,0
NAB1157,HAMMAMET,NABEUL,6,15,6,0
NAB1177,HAMMAMET,NABEUL,6,15,6,0
NAB1186,HAMMAMET,NABEUL,5,12,0,0
NAB1188,HAMMAMET,NABEUL,6,13,0,0
NAB1205,HAMMAMET,NABEUL,7,16,8,0
NAB1218,HAMMAMET,NABEUL,4,15,6,0
NAB1225,HAMMAMET,NABEUL,4,15,0,0
NAB1226,HAMMAMET,NABEUL,4,15,0,0
NAB1227,HAMMAMET,NABEUL,6,9,3,0
NAB1228,HAMMAMET,NABEUL,5,16,0,0
NAB1239,HAMMAMET,NABEUL,5,15,6,0
NAB1243,HAMMAMET,NABEUL,5,15,0,0
NAB2003,HAMMAMET,NABEUL,3,3,0,0
NAB2064,HAMMAMET,NABEUL,4,#N/A,#N/A,0
ZGT1064,HAMMAMET,NABEUL,4,9,0,0
NAB2023,HAMMAMET,NABEUL,1,#N/A,#N/A,0
NAB1238,HAMMAMET,NABEUL,3,12,6,0
NAB1273,HAMMAMET,NABEUL,6,12,6,0
NAB1235,HAMMAMET,NABEUL,4,12,8,0
NAB1247,HAMMAMET,NABEUL,3,12,9,0
NAB2070,HAMMAMET,NABEUL,3,6,9,0
SFX1001,HANCHA,SFAX,8,8,8,0
SFX1002,HANCHA,SFAX,4,9,0,0
SFX1003,HANCHA,SFAX,4,12,0,0
SFX1089,HANCHA,SFAX,8,20,0,0
SFX1160,HANCHA,SFAX,6,9,0,0
SFX1188,HANCHA,SFAX,7,2,8,0
SFX1228,HANCHA,SFAX,5,9,6,0
SFX1232,HANCHA,SFAX,6,4,8,0
SFX1235,HANCHA,SFAX,6,3,0,0
KAS1031,HASSI FERID,KASSERINE,3,15,0,0
TOZ1019,HAZOUA,TOZEUR,2,6,0,0
TOZ1017,HAZOUA,TOZEUR,4,14,6,0
MAH1029,HBIRA,MAHDIA,6,20,8,0
SOS1026,HERGLA,SOUSSE,4,10,4,0
KAS1017,HIDRA,KASSERINE,4,11,0,0
KAS1034,HIDRA,KASSERINE,4,12,0,0
MON1011,JAMMEL,MONASTIR,6,16,6,0
MON1028,JAMMEL,MONASTIR,6,16,6,0
MON1036,JAMMEL,MONASTIR,6,18,6,0
MON1041,JAMMEL,MONASTIR,6,16,6,0
MON1089,JAMMEL,MONASTIR,6,12,0,0
SOS1109,JAMMEL,MONASTIR,4,11,0,0
MON1064,JAMMEL,MONASTIR,3,12,6,0
MON1113,JAMMEL,MONASTIR,6,12,0,0
MON1123,JAMMEL,MONASTIR,3,12,6,0
KAS1035,JEDLIANE,KASSERINE,2,6,0,0
SBO1003,JELMA,SIDI BOUZID,5,15,6,0
SBO1029,JELMA,SIDI BOUZID,5,12,6,0
SBO1043,JELMA,SIDI BOUZID,4,12,0,0
SBO1054,JELMA,SIDI BOUZID,4,11,0,0
SBO1053,JELMA,SIDI BOUZID,6,9,0,0
JEN1010,JENDOUBA,JENDOUBA,6,14,6,0
JEN1011,JENDOUBA,JENDOUBA,6,14,6,0
JEN1014,JENDOUBA,JENDOUBA,4,12,0,0
JEN1027,JENDOUBA,JENDOUBA,5,12,6,0
JEN1030,JENDOUBA,JENDOUBA,3,9,0,0
JEN1034,JENDOUBA,JENDOUBA,7,18,8,0
JEN1056,JENDOUBA,JENDOUBA,6,14,6,0
JEN1064,JENDOUBA,JENDOUBA,6,15,6,0
JEN1065,Jendouba,Jendouba,3,3,6,0
JEN1025,JENDOUBA NORD,JENDOUBA,8,18,8,0
JEN1026,JENDOUBA NORD,JENDOUBA,7,18,8,0
JEN1040,JENDOUBA NORD,JENDOUBA,4,10,0,0
JEN1045,JENDOUBA NORD,JENDOUBA,6,12,6,0
JEN1046,JENDOUBA NORD,JENDOUBA,7,18,0,0
JEN1050,JENDOUBA NORD,JENDOUBA,3,9,0,0
MED1012,JERBA AJIM,MEDNINE,3,12,0,0
MED1016,JERBA AJIM,MEDNINE,3,12,6,0
MED1030,JERBA AJIM,MEDNINE,4,12,6,0
MED1067,JERBA AJIM,MEDNINE,3,12,0,0
MED1068,JERBA AJIM,MEDNINE,3,12,0,0
MED1123,JERBA AJIM,MEDNINE,4,6,0,0
MED1129,JERBA AJIM,MEDNINE,5,16,0,0
MED2031,JERBA AJIM,MEDNINE,2,#N/A,#N/A,0
MED1001,JERBA HOUMET SOUK,MEDNINE,5,3,6,0
MED1002,JERBA HOUMET SOUK,MEDNINE,5,2,6,0
MED1003,JERBA HOUMET SOUK,MEDNINE,4,12,6,0
MED1004,JERBA HOUMET SOUK,MEDNINE,5,12,6,0
MED1005,JERBA HOUMET SOUK,MEDNINE,3,3,6,0
MED1006,JERBA HOUMET SOUK,MEDNINE,5,6,6,0
MED1007,JERBA HOUMET SOUK,MEDNINE,2,2,4,0
MED1008,JERBA HOUMET SOUK,MEDNINE,3,12,6,0
MED1017,JERBA HOUMET SOUK,MEDNINE,4,16,8,0
MED1048,JERBA HOUMET SOUK,MEDNINE,5,5,6,0
MED1069,JERBA HOUMET SOUK,MEDNINE,3,12,0,0
MED1073,JERBA HOUMET SOUK,MEDNINE,6,6,6,0
MED1077,JERBA HOUMET SOUK,MEDNINE,5,5,6,0
MED1083,JERBA HOUMET SOUK,MEDNINE,6,2,3,0
MED1092,JERBA HOUMET SOUK,MEDNINE,5,12,6,0
MED1093,JERBA HOUMET SOUK,MEDNINE,5,4,6,0
MED1095,JERBA HOUMET SOUK,MEDNINE,3,2,0,0
MED1096,JERBA HOUMET SOUK,MEDNINE,4,16,8,0
MED1130,JERBA HOUMET SOUK,MEDNINE,4,12,0,0
MED1135,JERBA HOUMET SOUK,MEDNINE,6,16,6,0
MED1137,JERBA HOUMET SOUK,MEDNINE,5,6,6,0
MED1141,JERBA HOUMET SOUK,MEDNINE,3,12,6,0
MED2001,JERBA HOUMET SOUK,MEDNINE,4,0,0,0
MED2002,JERBA HOUMET SOUK,MEDNINE,1,0,0,0
MED2003,JERBA HOUMET SOUK,MEDNINE,2,2,0,0
MED2016,JERBA HOUMET SOUK,MEDNINE,4,1,0,0
MED2030,JERBA HOUMET SOUK,MEDNINE,1,1,0,0
MED2005,JERBA HOUMET SOUK,MEDNINE,4,#N/A,#N/A,0
MED1172,JERBA HOUMET SOUK,MEDNINE,3,9,9,0
MED1029,JERBA MIDOUN,MEDNINE,3,12,6,0
MED1009,JERBA MIDOUN,MEDNINE,4,16,8,0
MED1011,JERBA MIDOUN,MEDNINE,5,4,8,0
MED1014,JERBA MIDOUN,MEDNINE,6,6,6,0
MED1026,JERBA MIDOUN,MEDNINE,4,12,6,0
MED1027,JERBA MIDOUN,MEDNINE,3,12,6,0
MED1028,JERBA MIDOUN,MEDNINE,3,12,6,0
MED1049,JERBA MIDOUN,MEDNINE,1,3,6,0
MED1066,JERBA MIDOUN,MEDNINE,4,2,8,0
MED1074,JERBA MIDOUN,MEDNINE,4,1,6,0
MED1075,JERBA MIDOUN,MEDNINE,4,12,6,0
MED1079,JERBA MIDOUN,MEDNINE,5,2,6,0
MED1080,JERBA MIDOUN,MEDNINE,3,6,6,0
MED1084,JERBA MIDOUN,MEDNINE,4,16,8,0
MED1091,JERBA MIDOUN,MEDNINE,5,1,6,0
MED1112,JERBA MIDOUN,MEDNINE,4,20,0,0
MED1128,JERBA MIDOUN,MEDNINE,3,12,0,0
MED1136,JERBA MIDOUN,MEDNINE,5,3,6,0
MED1149,JERBA MIDOUN,MEDNINE,4,16,8,0
MED2006,JERBA MIDOUN,MEDNINE,3,#N/A,#N/A,0
MED1164,JERBA MIDOUN,MEDNINE,2,8,4,0
BAR1016,KABARIA,TUNIS,4,16,9,0
BAR1023,KABARIA,TUNIS,6,15,9,0
BAR1032,KABARIA,TUNIS,8,10,12,0
BAR1068,KABARIA,TUNIS,7,12,8,6
BAR1081,KABARIA,TUNIS,6,17,9,0
BAR1082,KABARIA,TUNIS,7,16,12,0
BAR1095,KABARIA,TUNIS,5,18,9,0
BAR1112,KABARIA,TUNIS,5,18,9,0
BAR1134,KABARIA,TUNIS,6,18,6,0
BAR1135,KABARIA,TUNIS,5,15,9,0
BAR1148,KABARIA,TUNIS,6,18,9,0
BAR1158,KABARIA,TUNIS,5,12,9,0
